WBGene00000105,F48F7.1,G5EES3, G5EGR6,,,,,,,,,,,,,,,,,,,,,
WBGene00000106,T07D3.7,O16720, Q86B39,,,,,,,,,,,,,,,,,,,,,
WBGene00000107,F54D8.3,Q8IG19, Q20780,,,,,,,,,,,,,,,,,,,,,
WBGene00000108,K04F1.15,Q9TXM0,,,,,,,,,,,,,,,,,,,,,,
WBGene00000109,F36H1.6,G5ECV9,,,,,,,,,,,,,,,,,,,,,,
WBGene00000110,T05H4.13,A0A486WWU7, Q8MXJ7, Q86S57, O16518,,,,,,,,,,,,,,,,,,,
WBGene00000111,T08B1.3,O44555,,,,,,,,,,,,,,,,,,,,,,
WBGene00000112,F56D12.1,Q86N72, G5EC31, G4RZC3, Q6A593,,,,,,,,,,,,,,,,,,,
WBGene00000113,F45H10.1,G3MU66, O02266,,,,,,,,,,,,,,,,,,,,,
WBGene00000114,F13D12.4,P52713, Q7JMI1,,,,,,,,,,,,,,,,,,,,,
WBGene00000115,F01F1.6,P46562,,,,,,,,,,,,,,,,,,,,,,
WBGene00000116,C54D1.4,Q18822,,,,,,,,,,,,,,,,,,,,,,
WBGene00000117,F42G9.5,Q20352, Q8MNS6,,,,,,,,,,,,,,,,,,,,,
WBGene00000118,Y69F12A.2,Q7Z1Q2, Q7Z1Q3,,,,,,,,,,,,,,,,,,,,,
WBGene00000119,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000120,C01F6.5,Q17561,,,,,,,,,,,,,,,,,,,,,,
WBGene00000121,F23B2.6,O62183,,,,,,,,,,,,,,,,,,,,,,
WBGene00000122,M18.7,Q21559,,,,,,,,,,,,,,,,,,,,,,
WBGene00000123,F36A4.7,P16356,,,,,,,,,,,,,,,,,,,,,,
WBGene00000124,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000125,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000126,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000127,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000128,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000129,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000130,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000131,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000132,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000133,C05E11.4,P54145,,,,,,,,,,,,,,,,,,,,,,
WBGene00000134,F49E11.3,Q20605,,,,,,,,,,,,,,,,,,,,,,
WBGene00000135,M195.3,Q21565,,,,,,,,,,,,,,,,,,,,,,
WBGene00000136,C05E11.5,Q17663,,,,,,,,,,,,,,,,,,,,,,
WBGene00000137,R13G10.2,Q21988,,,,,,,,,,,,,,,,,,,,,,
WBGene00000138,B0019.1,Q9XXU5,,,,,,,,,,,,,,,,,,,,,,
WBGene00000139,F25C8.2,E0AHD4, E0AHD3,,,,,,,,,,,,,,,,,,,,,
WBGene00000140,ZK973.6,Q9N4M4, A0A2C9C3A7, A0A2C9C2Z1,,,,,,,,,,,,,,,,,,,,
WBGene00000141,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000142,C08B6.9,Q17820,,,,,,,,,,,,,,,,,,,,,,
WBGene00000143,K06H7.6,P34514,,,,,,,,,,,,,,,,,,,,,,
WBGene00000144,F15H10.3,H2L2B8,,,,,,,,,,,,,,,,,,,,,,
WBGene00000145,F35G12.9,Q20052,,,,,,,,,,,,,,,,,,,,,,
WBGene00000146,F46F3.4,Q9XVN3,,,,,,,,,,,,,,,,,,,,,,
WBGene00000147,VF36H2L.1,O45876,,,,,,,,,,,,,,,,,,,,,,
WBGene00000148,ZC434.6,Q23316, A5Z2T7,,,,,,,,,,,,,,,,,,,,,
WBGene00000149,C42D8.8,Q10651,,,,,,,,,,,,,,,,,,,,,,
WBGene00000150,F55A12.7,O01755,,,,,,,,,,,,,,,,,,,,,,
WBGene00000151,T05H10.2,Q10002,,,,,,,,,,,,,,,,,,,,,,
WBGene00000152,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000153,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000154,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000155,W03G9.4,O44750,,,,,,,,,,,,,,,,,,,,,,
WBGene00000156,K04G2.8,Q21227, A0A1I6CM53,,,,,,,,,,,,,,,,,,,,,
WBGene00000157,F02E8.3,Q19123,,,,,,,,,,,,,,,,,,,,,,
WBGene00000158,Y105E8A.9,Q8WQB3,,,,,,,,,,,,,,,,,,,,,,
WBGene00000159,F29G9.3,O16369,,,,,,,,,,,,,,,,,,,,,,
WBGene00000160,Y71H2B.10,Q9N4F3,,,,,,,,,,,,,,,,,,,,,,
WBGene00000161,T20B5.1,Q22601,,,,,,,,,,,,,,,,,,,,,,
WBGene00000162,W09G10.4,O16637, Q95X88,,,,,,,,,,,,,,,,,,,,,
WBGene00000163,R11A5.1,O62348, O45718,,,,,,,,,,,,,,,,,,,,,
WBGene00000164,F53H8.1,Q20736,,,,,,,,,,,,,,,,,,,,,,
WBGene00000165,Y48G8AL.14,Q8T874,,,,,,,,,,,,,,,,,,,,,,
WBGene00000166,W04G3.4,Q23165,,,,,,,,,,,,,,,,,,,,,,
WBGene00000168,K08D9.3,P41990, A0A486WTV8, A0A0S4XRY4,,,,,,,,,,,,,,,,,,,,
WBGene00000169,F32A5.5,Q19949, Q8IG23,,,,,,,,,,,,,,,,,,,,,
WBGene00000170,C01G6.1,Q17571, Q7JMQ6,,,,,,,,,,,,,,,,,,,,,
WBGene00000171,Y69E1A.7,A0A131MBS2, A0A061ADS9, Q9XW36,,,,,,,,,,,,,,,,,,,,
WBGene00000172,F40F9.9,G5EEK0,,,,,,,,,,,,,,,,,,,,,,
WBGene00000173,C35A5.1,Q18469,,,,,,,,,,,,,,,,,,,,,,
WBGene00000174,C32C4.2,H2FLH4, Q18352, D5MCS1,,,,,,,,,,,,,,,,,,,,
WBGene00000175,M02F4.8,A0A6V7QYI0, Q21473,,,,,,,,,,,,,,,,,,,,,
WBGene00000176,K02G10.7,Q7Z138, A0A2K5AU16, A0A2K5AU20, Q7Z137,,,,,,,,,,,,,,,,,,,
WBGene00000177,K07A1.16,E5QCH4, Q7JL16,,,,,,,,,,,,,,,,,,,,,
WBGene00000178,ZK1321.3,Q09369,,,,,,,,,,,,,,,,,,,,,,
WBGene00000179,ZK525.2,O46024,,,,,,,,,,,,,,,,,,,,,,
WBGene00000180,ZK1320.6,Q09654,,,,,,,,,,,,,,,,,,,,,,
WBGene00000181,F01G4.2,Q19102, A0A061AD09,,,,,,,,,,,,,,,,,,,,,
WBGene00000182,B0336.2,Q10943,,,,,,,,,,,,,,,,,,,,,,
WBGene00000183,F57H12.1,G5EFK4,,,,,,,,,,,,,,,,,,,,,,
WBGene00000184,Y116A8C.12,Q9U2S4,,,,,,,,,,,,,,,,,,,,,,
WBGene00000185,F31A9.3,H2KYS0,,,,,,,,,,,,,,,,,,,,,,
WBGene00000186,C01C7.1,G5EBZ8,,,,,,,,,,,,,,,,,,,,,,
WBGene00000187,F54C9.10,Q20758,,,,,,,,,,,,,,,,,,,,,,
WBGene00000188,F19H8.3,O45379,,,,,,,,,,,,,,,,,,,,,,
WBGene00000189,ZK632.8,P34212,,,,,,,,,,,,,,,,,,,,,,
WBGene00000190,F45E4.1,Q94231,,,,,,,,,,,,,,,,,,,,,,
WBGene00000191,F20D1.5,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000192,Y57G11C.13,G5EDC6,,,,,,,,,,,,,,,,,,,,,,
WBGene00000193,C38D4.8,Q18510,,,,,,,,,,,,,,,,,,,,,,
WBGene00000195,F53H8.2,P51485,,,,,,,,,,,,,,,,,,,,,,
WBGene00000196,W02B12.6,Q23122,,,,,,,,,,,,,,,,,,,,,,
WBGene00000197,F28H1.3,O01541,,,,,,,,,,,,,,,,,,,,,,
WBGene00000198,C15F1.6,Q9N5Y2,,,,,,,,,,,,,,,,,,,,,,
WBGene00000199,Y71F9AL.16,Q9N4I0,,,,,,,,,,,,,,,,,,,,,,
WBGene00000200,K07C5.1,P53489,,,,,,,,,,,,,,,,,,,,,,
WBGene00000201,Y79H2A.6,Q9U1R7, A0A3P6PCS5,,,,,,,,,,,,,,,,,,,,,
WBGene00000202,Y6D11A.1,Q9N4P9,,,,,,,,,,,,,,,,,,,,,,
WBGene00000203,Y37D8A.1,Q9XWV3,,,,,,,,,,,,,,,,,,,,,,
WBGene00000204,C35D10.16,P58798,,,,,,,,,,,,,,,,,,,,,,
WBGene00000205,M01B12.3,O61861,,,,,,,,,,,,,,,,,,,,,,
WBGene00000206,F35G12.10,Q20053,,,,,,,,,,,,,,,,,,,,,,
WBGene00000207,F02E8.1,Q19126,,,,,,,,,,,,,,,,,,,,,,
WBGene00000208,Y53F4B.15,G5EDK1,,,,,,,,,,,,,,,,,,,,,,
WBGene00000209,K07A12.3,P90921,,,,,,,,,,,,,,,,,,,,,,
WBGene00000210,C53B7.4,Q18803,,,,,,,,,,,,,,,,,,,,,,
WBGene00000211,B0252.2,Q10916,,,,,,,,,,,,,,,,,,,,,,
WBGene00000212,ZK455.4,Q23498,,,,,,,,,,,,,,,,,,,,,,
WBGene00000213,W03G1.7,Q9UAY4, G8JY85,,,,,,,,,,,,,,,,,,,,,
WBGene00000214,Y39B6A.20,G5EEI4,,,,,,,,,,,,,,,,,,,,,,
WBGene00000215,T18H9.2,Q86NE0,,,,,,,,,,,,,,,,,,,,,,
WBGene00000216,H22K11.1,P55956,,,,,,,,,,,,,,,,,,,,,,
WBGene00000217,R12H7.2,Q21966,,,,,,,,,,,,,,,,,,,,,,
WBGene00000218,F21F8.3,O01532,,,,,,,,,,,,,,,,,,,,,,
WBGene00000219,F21F8.7,O01530,,,,,,,,,,,,,,,,,,,,,,
WBGene00000220,K08F8.2,Q21361,,,,,,,,,,,,,,,,,,,,,,
WBGene00000221,T04C10.4,Q22156,,,,,,,,,,,,,,,,,,,,,,
WBGene00000222,F45E6.2,Q20435,,,,,,,,,,,,,,,,,,,,,,
WBGene00000223,C07G2.2,Q86MD3,,,,,,,,,,,,,,,,,,,,,,
WBGene00000224,F26D10.9,Q9XVU3, A5Z2U2,,,,,,,,,,,,,,,,,,,,,
WBGene00000225,C38C6.2,O45298, G1K108, G1K110,,,,,,,,,,,,,,,,,,,,
WBGene00000226,T06E4.3,Q22258, E5QCG9,,,,,,,,,,,,,,,,,,,,,
WBGene00000227,Y48G1BL.2,Q9N3Q4,,,,,,,,,,,,,,,,,,,,,,
WBGene00000228,W04D2.1,H2L2C9, H2L2C8, Q9XVU8, Q23158,,,,,,,,,,,,,,,,,,,
WBGene00000229,C34E10.6,P46561,,,,,,,,,,,,,,,,,,,,,,
WBGene00000230,F27C1.7,P91283, Q7JNG1,,,,,,,,,,,,,,,,,,,,,
WBGene00000231,D2045.1,G5ED29, D4PH96,,,,,,,,,,,,,,,,,,,,,
WBGene00000232,B0207.12,Q95Q97, Q95Q96, Q8IFY7,,,,,,,,,,,,,,,,,,,,
WBGene00000233,R11G10.1,Q95PJ6, D7SFP2, G5ECH3,,,,,,,,,,,,,,,,,,,,
WBGene00000234,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000235,B0464.7,Q03565,,,,,,,,,,,,,,,,,,,,,,
WBGene00000236,F57B10.11,O44739,,,,,,,,,,,,,,,,,,,,,,
WBGene00000237,Y71F9AR.1,G5ECL4,,,,,,,,,,,,,,,,,,,,,,
WBGene00000238,C54D1.6,Q18825,,,,,,,,,,,,,,,,,,,,,,
WBGene00000239,C05D2.4,H2KYG4, O45137,,,,,,,,,,,,,,,,,,,,,
WBGene00000240,K08F8.4,P90925,,,,,,,,,,,,,,,,,,,,,,
WBGene00000241,Y105E8A.5,Q9NEZ7,,,,,,,,,,,,,,,,,,,,,,
WBGene00000242,F20D12.3,Q19640,,,,,,,,,,,,,,,,,,,,,,
WBGene00000244,T25F10.5,Q23049,,,,,,,,,,,,,,,,,,,,,,
WBGene00000245,T13C5.5,Q22460,,,,,,,,,,,,,,,,,,,,,,
WBGene00000246,M7.3,Q21593,,,,,,,,,,,,,,,,,,,,,,
WBGene00000247,T19E7.3,Q22592,,,,,,,,,,,,,,,,,,,,,,
WBGene00000248,C54C6.2,Q18817,,,,,,,,,,,,,,,,,,,,,,
WBGene00000249,T27F2.3,G5EFA2,,,,,,,,,,,,,,,,,,,,,,
WBGene00000250,C50B8.2,G5ECJ5,,,,,,,,,,,,,,,,,,,,,,
WBGene00000251,C09G5.6,Q09457,,,,,,,,,,,,,,,,,,,,,,
WBGene00000252,F59E12.12,O01904,,,,,,,,,,,,,,,,,,,,,,
WBGene00000253,F56C11.1,O61213,,,,,,,,,,,,,,,,,,,,,,
WBGene00000254,K04F10.4,P51559,,,,,,,,,,,,,,,,,,,,,,
WBGene00000255,F45G2.5,O62247,,,,,,,,,,,,,,,,,,,,,,
WBGene00000256,Y73B6BL.34,Q8MXR1,,,,,,,,,,,,,,,,,,,,,,
WBGene00000257,F23B12.8,G5ECF4, G5EGL7,,,,,,,,,,,,,,,,,,,,,
WBGene00000259,F13H8.10,Q9BI98, G5EFB4, G5ECZ9,,,,,,,,,,,,,,,,,,,,
WBGene00000260,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000261,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000262,F54B11.6,Q20741,,,,,,,,,,,,,,,,,,,,,,
WBGene00000263,F23H11.5,O01917,,,,,,,,,,,,,,,,,,,,,,
WBGene00000264,C36A4.8,B6VQ60, A0A679L8N4,,,,,,,,,,,,,,,,,,,,,
WBGene00000265,K04C2.4,Q21209,,,,,,,,,,,,,,,,,,,,,,
WBGene00000266,C53B4.7,Q18801,,,,,,,,,,,,,,,,,,,,,,
WBGene00000267,Y39E4B.9,Q6QMT2, C3JXF0, D0Z5N7,,,,,,,,,,,,,,,,,,,,
WBGene00000268,B0464.4,Q03562,,,,,,,,,,,,,,,,,,,,,,
WBGene00000269,Y73E7A.7,Q9GUM2,,,,,,,,,,,,,,,,,,,,,,
WBGene00000270,T12G3.8,Q95US5, F5GUA1,,,,,,,,,,,,,,,,,,,,,
WBGene00000271,F45E12.2,A0A131MCT5, A0A131MBG0,,,,,,,,,,,,,,,,,,,,,
WBGene00000272,F56A3.5,Q95ZL9,,,,,,,,,,,,,,,,,,,,,,
WBGene00000273,Y79H2A.1,Q9U1S2, I2HAF5,,,,,,,,,,,,,,,,,,,,,
WBGene00000274,F15D4.1,G5EF07,,,,,,,,,,,,,,,,,,,,,,
WBGene00000275,R06C7.8,Q21776,,,,,,,,,,,,,,,,,,,,,,
WBGene00000276,F57B9.5,Q20932,,,,,,,,,,,,,,,,,,,,,,
WBGene00000277,C23H4.1,Q93249,,,,,,,,,,,,,,,,,,,,,,
WBGene00000278,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000279,F54D8.4,Q20781, A0A131MB23,,,,,,,,,,,,,,,,,,,,,
WBGene00000280,D1022.8,Q18932,,,,,,,,,,,,,,,,,,,,,,
WBGene00000281,K05G3.3,Q27504,,,,,,,,,,,,,,,,,,,,,,
WBGene00000282,R01E6.3,Q8WQD8, Q21614,,,,,,,,,,,,,,,,,,,,,
WBGene00000283,R173.1,Q10462,,,,,,,,,,,,,,,,,,,,,,
WBGene00000284,T28F2.3,O02637,,,,,,,,,,,,,,,,,,,,,,
WBGene00000285,C13C12.1,P04630, H9G2Z0,,,,,,,,,,,,,,,,,,,,,
WBGene00000286,C18E9.1,G5EEG0,,,,,,,,,,,,,,,,,,,,,,
WBGene00000287,M02B7.6,Q94288, U4PQW9,,,,,,,,,,,,,,,,,,,,,
WBGene00000288,T07G12.1,G5EF93, G5EDZ8, O18058,,,,,,,,,,,,,,,,,,,,
WBGene00000289,C01G6.8,G5EGK5,,,,,,,,,,,,,,,,,,,,,,
WBGene00000290,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000291,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000292,D2024.6,P34685,,,,,,,,,,,,,,,,,,,,,,
WBGene00000293,M106.5,P34686,,,,,,,,,,,,,,,,,,,,,,
WBGene00000294,F41G4.2,H2L023, Q95YA9,,,,,,,,,,,,,,,,,,,,,
WBGene00000295,W01C8.6,Q9GNP0,,,,,,,,,,,,,,,,,,,,,,
WBGene00000296,B0432.5,P90986, S6FN11, S6FWP9,,,,,,,,,,,,,,,,,,,,
WBGene00000297,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000298,F32G8.6,Q19980,,,,,,,,,,,,,,,,,,,,,,
WBGene00000299,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000300,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000301,T13F2.8,Q94051, H2L2G6,,,,,,,,,,,,,,,,,,,,,
WBGene00000302,C56A3.7,Q18879,,,,,,,,,,,,,,,,,,,,,,
WBGene00000308,C04A11.t1,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000310,C05C9.t1,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000311,C05C9.t2,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000366,R10E11.1,P34545,,,,,,,,,,,,,,,,,,,,,,
WBGene00000367,C54D2.5,A0A0K3ASP4, Q7Z003, Q7YZR6, Q7Z002, G5EBS2,,,,,,,,,,,,,,,,,,
WBGene00000368,T28F2.5,O01661,,,,,,,,,,,,,,,,,,,,,,
WBGene00000369,Y56A3A.20,Q17345,,,,,,,,,,,,,,,,,,,,,,
WBGene00000370,Y73F8A.6,Q9NA39,,,,,,,,,,,,,,,,,,,,,,
WBGene00000371,F26E4.9,P90849,,,,,,,,,,,,,,,,,,,,,,
WBGene00000372,T10B9.10,Q27519,,,,,,,,,,,,,,,,,,,,,,
WBGene00000373,F08F3.7,Q27531,,,,,,,,,,,,,,,,,,,,,,
WBGene00000374,C01F6.3,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00000375,ZK177.5,Q09660,,,,,,,,,,,,,,,,,,,,,,
