"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_num"
"GO:0008340","determination of adult lifespan","26/898","204/12859",0.0020794373140233,0.0655967952696441,0.0655967952696441,"rps-10/rpl-4/rpl-19/wdr-23/rps-15/glp-4/rps-6/rps-26/kars-1/nhx-2/pqm-1/gst-20/daf-7/rpl-6/rpl-9/sip-1/ant-1.1/dcap-1/rps-11/crt-1/akt-1/ife-2/sma-5/nlp-7/srr-4/mev-1",26,0.0289532293986637
"GO:0030490","maturation of SSU-rRNA","4/898","10/12859",0.00352827998569383,0.10202609625298,0.10202609625298,"riok-2/riok-3/rps-28/lsm-6",4,0.0044543429844098
"GO:0050829","defense response to Gram-negative bacterium","15/898","100/12859",0.0038575128223649,0.102965919181586,0.102965919181586,"acdh-1/eef-2/pqm-1/daf-7/spp-1/thn-2/dod-24/B0024.4/spp-3/spp-5/pgp-3/nipi-3/irg-2/col-54/mev-1",15,0.0167037861915367
"GO:0016567","protein ubiquitination","16/898","111/12859",0.0043331323014474,0.107399779185875,0.107399779185875,"Y54E10A.11/ari-1.3/ari-1.2/ari-1.1/mel-26/ubc-25/brap-2/znf-598/bath-42/ubq-2/ubc-1/cul-6/rbx-1/gfi-3/F56D2.5/kel-8",16,0.0178173719376392
"GO:0001732","formation of cytoplasmic translation initiation complex","4/898","11/12859",0.00524054019774408,0.121231163241146,0.121231163241146,"eif-3.G/eif-3.B/cif-1/C37C3.2",4,0.0044543429844098
"GO:0050830","defense response to Gram-positive bacterium","10/898","58/12859",0.00637216684937041,0.138196368545721,0.138196368545721,"clec-61/spp-1/thn-2/cyp-37B1/spp-3/spp-5/nipi-3/spl-2/clec-7/clec-218",10,0.0111358574610245
"GO:0051603","proteolysis involved in protein catabolic process","8/898","42/12859",0.00771535454250821,0.157484001544138,0.157484001544138,"pbs-4/pas-3/pbs-7/pbs-6/pas-6/tag-196/pas-2/Y40H7A.10",8,0.0089086859688196
"GO:0045727","positive regulation of translation","4/898","13/12859",0.0101485411462478,0.195641320985999,0.195641320985999,"ssb-1/eif-3.G/fib-1/ife-2",4,0.0044543429844098
"GO:0006351","DNA-templated transcription","6/898","28/12859",0.0113856855768668,0.207938573430146,0.207938573430146,"rpb-10/rpb-11/rpb-8/gtf-2H1/rpac-40/rpoa-12",6,0.0066815144766147
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","11/898","73/12859",0.011987352686091,0.207980569103679,0.207980569103679,"pbs-4/pas-3/wdr-23/pbs-7/mel-26/bath-42/pbs-6/ubc-1/pas-6/pas-2/kel-8",11,0.0122494432071269
"GO:0006915","apoptotic process","10/898","65/12859",0.0140980296573836,0.232953156719624,0.232953156719624,"wah-1/drp-1/asp-6/asp-5/asp-13/Y39B6A.34/asp-1/asp-3/Y40H7A.10/Y77E11A.12",10,0.0111358574610245
"GO:0009408","response to heat","8/898","48/12859",0.0170740181922367,0.269303832395733,0.269303832395733,"gcs-1/sip-1/dcap-1/epi-1/crt-1/mtl-1/mtl-2/Y55F3BR.6",8,0.0089086859688196
"GO:0006364","rRNA processing","9/898","59/12859",0.0203785187178667,0.307449825873902,0.307449825873902,"F30A10.9/rps-7/F10E7.5/C34E10.10/byn-1/Y48A6B.3/ZK795.3/fib-1/lsm-6",9,0.010022271714922
"GO:0046513","ceramide biosynthetic process","4/898","18/12859",0.0328931277373351,0.475579805202304,0.475579805202304,"T27F6.6/sptl-1/asm-1/sptl-3",4,0.0044543429844098
"GO:0006812","monoatomic cation transport","5/898","28/12859",0.0421776078023973,0.575856886996794,0.575856886996794,"nhx-2/ttm-1/cua-1/ncx-6/nhx-3",5,0.00556792873051225
"GO:0016042","lipid catabolic process","7/898","47/12859",0.0431477782764168,0.575856886996794,0.575856886996794,"lips-15/ipla-6/abhd-5.2/lipl-7/lipl-2/lips-11/lips-6",7,0.00779510022271715
"GO:1905905","pharyngeal gland morphogenesis","3/898","12/12859",0.0464380982540648,0.596815559042981,0.596815559042981,"phat-2/phat-5/phat-6",3,0.00334075723830735
"GO:0006511","ubiquitin-dependent protein catabolic process","11/898","90/12859",0.0483791227287285,0.599555556673885,0.599555556673885,"pas-3/ari-1.3/ari-1.2/ari-1.1/csn-3/cul-6/pas-6/rbx-1/pas-2/F56D2.5/kel-8",11,0.0122494432071269
"GO:0008033","tRNA processing","6/898","39/12859",0.0516343511301903,0.617831718695725,0.617831718695725,"urm-1/ssb-1/tsen-2/arch-1/C45G9.2/lsm-6",6,0.0066815144766147
"GO:0002183","cytoplasmic translational initiation","3/898","13/12859",0.0573249653864099,0.663058766302808,0.663058766302808,"eif-3.G/eif-3.B/cif-1",3,0.00334075723830735
"GO:0000398","mRNA splicing, via spliceosome","8/898","61/12859",0.0606348709502131,0.663940415526932,0.663940415526932,"snr-7/rsp-5/rnp-5/snr-5/lsm-5/cwc-15/ubl-5/lsm-6",8,0.0089086859688196
"GO:0012501","programmed cell death","5/898","31/12859",0.0615029557741502,0.663940415526932,0.663940415526932,"unc-57/dpl-1/crt-1/asp-1/asp-3",5,0.00556792873051225
"GO:0006366","transcription by RNA polymerase II","4/898","22/12859",0.0631413075284979,0.663940415526932,0.663940415526932,"rpb-10/rpb-11/rpb-8/gtf-2H1",4,0.0044543429844098
"GO:0006816","calcium ion transport","3/898","14/12859",0.069294848747927,0.66792534765363,0.66792534765363,"Y41E3.8/emre-1/ncx-6",3,0.00334075723830735
"GO:0006998","nuclear envelope organization","3/898","14/12859",0.069294848747927,0.66792534765363,0.66792534765363,"lem-2/ifd-2/ifd-1",3,0.00334075723830735
"GO:0008595","anterior/posterior axis specification, embryo","3/898","14/12859",0.069294848747927,0.66792534765363,0.66792534765363,"zyg-11/cdk-1/rbx-1",3,0.00334075723830735
"GO:0042254","ribosome biogenesis","6/898","43/12859",0.0765170603364627,0.696426325595418,0.696426325595418,"F30A10.9/F10E7.5/C34E10.10/Y48A6B.3/rpl-34/nol-56",6,0.0066815144766147
"GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/898","15/12859",0.0822866840040695,0.696426325595418,0.696426325595418,"rps-8/T10B5.3/rps-16",3,0.00334075723830735
"GO:0009411","response to UV","3/898","15/12859",0.0822866840040695,0.696426325595418,0.696426325595418,"lem-3/dcap-1/prmt-1",3,0.00334075723830735
"GO:0015986","proton motive force-driven ATP synthesis","3/898","15/12859",0.0822866840040695,0.696426325595418,0.696426325595418,"asg-1/atp-4/asb-2",3,0.00334075723830735
"GO:0042273","ribosomal large subunit biogenesis","3/898","15/12859",0.0822866840040695,0.696426325595418,0.696426325595418,"rpl-14/F10E7.5/rpl-26",3,0.00334075723830735
"GO:0005975","carbohydrate metabolic process","10/898","88/12859",0.0859336413224853,0.709975560450057,0.709975560450057,"aagr-2/ZK632.4/gpdh-2/parg-1/atgp-1/tre-3/gana-1/aman-1/mans-3/shpk-1",10,0.0111358574610245
"GO:0006891","intra-Golgi vesicle-mediated transport","3/898","16/12859",0.0962326844839986,0.758925943544262,0.758925943544262,"cogc-5/copz-1/Y41C4A.32",3,0.00334075723830735
"GO:0009887","animal organ morphogenesis","3/898","16/12859",0.0962326844839986,0.758925943544262,0.758925943544262,"lam-3/epi-1/sptf-3",3,0.00334075723830735
"GO:0036503","ERAD pathway","5/898","36/12859",0.103038526333453,0.783843330308458,0.783843330308458,"vms-1/B0303.4/crt-1/mans-3/C14B1.3",5,0.00556792873051225
"GO:0042221","response to chemical","4/898","26/12859",0.103910066842043,0.783843330308458,0.783843330308458,"pgp-2/haf-2/pgp-3/haf-7",4,0.0044543429844098
"GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","3/898","17/12859",0.111060267156867,0.819955589434741,0.819955589434741,"copz-1/syx-18/Y41C4A.32",3,0.00334075723830735
"GO:0030198","extracellular matrix organization","3/898","18/12859",0.126693695040773,0.888812524564613,0.888812524564613,"zmp-6/C18H7.1/fbl-1",3,0.00334075723830735
"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","3/898","18/12859",0.126693695040773,0.888812524564613,0.888812524564613,"zyg-11/cdk-1/nipi-3",3,0.00334075723830735
"GO:0008380","RNA splicing","8/898","72/12859",0.128070968957437,0.888812524564613,0.888812524564613,"snr-7/rsp-5/snr-5/lsm-7/repo-1/lsm-5/cwc-15/lsm-6",8,0.0089086859688196
"GO:1902600","proton transmembrane transport","6/898","51/12859",0.143009022952197,0.95271918266547,0.95271918266547,"asg-1/nhx-2/atp-4/asb-2/nnt-1/nhx-3",6,0.0066815144766147
"GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","2/898","10/12859",0.151095334355703,0.95271918266547,0.95271918266547,"rpl-7/rpl-35",2,0.0022271714922049
"GO:0019752","carboxylic acid metabolic process","2/898","10/12859",0.151095334355703,0.95271918266547,0.95271918266547,"ldh-1/spl-2",2,0.0022271714922049
"GO:0051276","chromosome organization","2/898","10/12859",0.151095334355703,0.95271918266547,0.95271918266547,"lem-2/rad-50",2,0.0022271714922049
"GO:0040018","positive regulation of multicellular organism growth","5/898","41/12859",0.155233699639433,0.95271918266547,0.95271918266547,"wdr-23/nhx-2/sma-3/dpy-18/sma-5",5,0.00556792873051225
"GO:0045138","nematode male tail tip morphogenesis","7/898","66/12859",0.175833512148741,0.95271918266547,0.95271918266547,"kal-1/iff-2/ram-2/sma-3/cdk-1/unc-5/ram-5",7,0.00779510022271715
"GO:0006457","protein folding","8/898","78/12859",0.176437105374565,0.95271918266547,0.95271918266547,"tbca-1/cyn-5/pfd-2/K10B2.4/C34C12.8/crt-1/fkb-4/W03F9.1",8,0.0089086859688196
"GO:0009888","tissue development","2/898","11/12859",0.176519554773073,0.95271918266547,0.95271918266547,"lam-3/epi-1",2,0.0022271714922049
"GO:0016226","iron-sulfur cluster assembly","2/898","11/12859",0.176519554773073,0.95271918266547,0.95271918266547,"nubp-1/oxy-4",2,0.0022271714922049
"GO:0046580","negative regulation of Ras protein signal transduction","2/898","11/12859",0.176519554773073,0.95271918266547,0.95271918266547,"dpl-1/tap-1",2,0.0022271714922049
"GO:0000956","nuclear-transcribed mRNA catabolic process","3/898","21/12859",0.17765209435609,0.95271918266547,0.95271918266547,"Y47H10A.5/F10E7.5/M01G12.9",3,0.00334075723830735
"GO:0019915","lipid storage","3/898","21/12859",0.17765209435609,0.95271918266547,0.95271918266547,"pgp-2/nhx-2/ogt-1",3,0.00334075723830735
"GO:0008045","motor neuron axon guidance","3/898","22/12859",0.195732744907815,0.95271918266547,0.95271918266547,"unc-5/rack-1/Y71G12B.31",3,0.00334075723830735
"GO:0042338","cuticle development involved in collagen and cuticulin-based cuticle molting cycle","3/898","22/12859",0.195732744907815,0.95271918266547,0.95271918266547,"dpy-5/dpy-18/dpy-4",3,0.00334075723830735
"GO:0006665","sphingolipid metabolic process","4/898","33/12859",0.196046979728222,0.95271918266547,0.95271918266547,"T27F6.6/sptl-1/asm-1/sptl-3",4,0.0044543429844098
"GO:0006730","one-carbon metabolic process","2/898","12/12859",0.202535846076875,0.95271918266547,0.95271918266547,"dhfr-1/alh-3",2,0.0022271714922049
"GO:0006898","receptor-mediated endocytosis","2/898","12/12859",0.202535846076875,0.95271918266547,0.95271918266547,"rlbp-1/rab-5",2,0.0022271714922049
"GO:0007409","axonogenesis","2/898","12/12859",0.202535846076875,0.95271918266547,0.95271918266547,"cdk-5/lim-6",2,0.0022271714922049
"GO:0031145","anaphase-promoting complex-dependent catabolic process","2/898","12/12859",0.202535846076875,0.95271918266547,0.95271918266547,"zyg-11/gfi-3",2,0.0022271714922049
"GO:0051664","nuclear pore localization","2/898","12/12859",0.202535846076875,0.95271918266547,0.95271918266547,"ifd-2/ifd-1",2,0.0022271714922049
"GO:0071805","potassium ion transmembrane transport","5/898","45/12859",0.203312428264598,0.95271918266547,0.95271918266547,"sup-9/nhx-2/twk-34/nhx-3/twk-49",5,0.00556792873051225
"GO:0001666","response to hypoxia","3/898","23/12859",0.214234812507532,0.95271918266547,0.95271918266547,"pqm-1/fat-7/glb-6",3,0.00334075723830735
"GO:0015031","protein transport","16/898","186/12859",0.227509211082475,0.95271918266547,0.95271918266547,"icd-2/aps-3/T23G11.7/tin-13/copz-1/arrd-7/vps-16/tomm-7/tin-10/npp-16/F56B3.11/tin-9.1/syx-18/Y59A8B.8/ttm-2/rab-10",16,0.0178173719376392
"GO:0009062","fatty acid catabolic process","2/898","13/12859",0.228937824384232,0.95271918266547,0.95271918266547,"C17C3.1/faah-2",2,0.0022271714922049
"GO:0051453","regulation of intracellular pH","2/898","13/12859",0.228937824384232,0.95271918266547,0.95271918266547,"nhx-2/nhx-3",2,0.0022271714922049
"GO:1904070","ascaroside biosynthetic process","2/898","13/12859",0.228937824384232,0.95271918266547,0.95271918266547,"cest-9.1/acox-1.3",2,0.0022271714922049
"GO:0006914","autophagy","5/898","47/12859",0.229013479051217,0.95271918266547,0.95271918266547,"dnj-27/epg-4/atg-13/ikke-1/atg-16.1",5,0.00556792873051225
"GO:0006629","lipid metabolic process","10/898","109/12859",0.229781119880631,0.95271918266547,0.95271918266547,"pqm-1/inos-1/Y49E10.18/ipla-6/T21H3.1/acl-4/acl-5/lipl-7/lipl-2/M79.2",10,0.0111358574610245
"GO:0042594","response to starvation","3/898","24/12859",0.233086046951541,0.95271918266547,0.95271918266547,"mef-2/pck-1/prmt-1",3,0.00334075723830735
"GO:0010628","positive regulation of gene expression","8/898","85/12859",0.241323857785358,0.95271918266547,0.95271918266547,"brap-2/pqm-1/daf-7/acy-4/prmt-1/lim-6/nipi-3/ubl-5",8,0.0089086859688196
"GO:0040017","positive regulation of locomotion","5/898","48/12859",0.242202759989051,0.95271918266547,0.95271918266547,"unc-5/fbl-1/epi-1/calf-1/stn-1",5,0.00556792873051225
"GO:0006397","mRNA processing","9/898","98/12859",0.244692943714606,0.95271918266547,0.95271918266547,"snr-7/rsp-5/snr-5/dcap-1/lsm-7/repo-1/lsm-5/cwc-15/lsm-6",9,0.010022271714922
"GO:0000045","autophagosome assembly","3/898","25/12859",0.25221700895981,0.95271918266547,0.95271918266547,"ZC247.1/atg-13/atg-16.1",3,0.00334075723830735
"GO:0032543","mitochondrial translation","3/898","25/12859",0.25221700895981,0.95271918266547,0.95271918266547,"mrps-17/mrps-24/mrps-16",3,0.00334075723830735
"GO:0040002","collagen and cuticulin-based cuticle development","3/898","25/12859",0.25221700895981,0.95271918266547,0.95271918266547,"dpy-5/col-38/dpy-18",3,0.00334075723830735
"GO:0050832","defense response to fungus","3/898","25/12859",0.25221700895981,0.95271918266547,0.95271918266547,"sma-3/rack-1/nipi-3",3,0.00334075723830735
"GO:0001714","endodermal cell fate specification","2/898","14/12859",0.255544986990283,0.95271918266547,0.95271918266547,"mig-5/tap-1",2,0.0022271714922049
"GO:0007265","Ras protein signal transduction","2/898","14/12859",0.255544986990283,0.95271918266547,0.95271918266547,"brap-2/R05G6.10",2,0.0022271714922049
"GO:0010623","programmed cell death involved in cell development","2/898","14/12859",0.255544986990283,0.95271918266547,0.95271918266547,"mig-5/rbx-1",2,0.0022271714922049
"GO:0055088","lipid homeostasis","2/898","14/12859",0.255544986990283,0.95271918266547,0.95271918266547,"abhd-5.2/ceh-60",2,0.0022271714922049
"GO:0090435","protein localization to nuclear envelope","2/898","14/12859",0.255544986990283,0.95271918266547,0.95271918266547,"ifd-2/ifd-1",2,0.0022271714922049
"GO:0009792","embryo development ending in birth or egg hatching","21/898","259/12859",0.268887546243567,0.95271918266547,0.95271918266547,"mel-26/rab-5/lem-3/tba-1/kal-1/icd-1/zyg-11/copz-1/feh-1/mab-21/vps-16/cit-1.2/sip-1/pen-2/dpy-18/mrg-1/drp-1/rack-1/ife-3/grd-5/ife-2",21,0.0233853006681514
"GO:0006814","sodium ion transport","5/898","51/12859",0.282857911442901,0.95271918266547,0.95271918266547,"nhx-2/vglu-3/ncx-6/nhx-3/del-5",5,0.00556792873051225
"GO:0010629","negative regulation of gene expression","5/898","51/12859",0.282857911442901,0.95271918266547,0.95271918266547,"eef-2/kars-1/daf-7/lim-6/nipi-3",5,0.00556792873051225
"GO:0009791","post-embryonic development","3/898","27/12859",0.29105626460964,0.95271918266547,0.95271918266547,"sma-3/fat-7/sma-5",3,0.00334075723830735
"GO:0030421","defecation","3/898","27/12859",0.29105626460964,0.95271918266547,0.95271918266547,"hipr-1/crt-1/lim-6",3,0.00334075723830735
"GO:0031507","heterochromatin formation","3/898","27/12859",0.29105626460964,0.95271918266547,0.95271918266547,"mrg-1/ifd-2/ifd-1",3,0.00334075723830735
"GO:0040014","regulation of multicellular organism growth","3/898","27/12859",0.29105626460964,0.95271918266547,0.95271918266547,"tin-10/tin-9.1/sma-5",3,0.00334075723830735
"GO:0006749","glutathione metabolic process","5/898","52/12859",0.296698160110346,0.95271918266547,0.95271918266547,"gst-20/gstk-2/gst-3/Y53G8B.1/gstk-1",5,0.00556792873051225
"GO:0001556","oocyte maturation","2/898","16/12859",0.308766885675569,0.95271918266547,0.95271918266547,"cdk-1/acy-4",2,0.0022271714922049
"GO:0032956","regulation of actin cytoskeleton organization","2/898","16/12859",0.308766885675569,0.95271918266547,0.95271918266547,"F23H11.4/natb-1",2,0.0022271714922049
"GO:0006979","response to oxidative stress","5/898","53/12859",0.310646296507831,0.95271918266547,0.95271918266547,"brap-2/F44E2.6/dcap-1/prmt-1/mev-1",5,0.00556792873051225
"GO:0006635","fatty acid beta-oxidation","3/898","29/12859",0.330263538856355,0.95271918266547,0.95271918266547,"ech-1.2/cpt-2/acox-1.3",3,0.00334075723830735
"GO:0006821","chloride transport","3/898","29/12859",0.330263538856355,0.95271918266547,0.95271918266547,"best-5/gab-1/best-7",3,0.00334075723830735
"GO:0048598","embryonic morphogenesis","3/898","29/12859",0.330263538856355,0.95271918266547,0.95271918266547,"kal-1/mig-5/pen-2",3,0.00334075723830735
"GO:0098869","cellular oxidant detoxification","3/898","29/12859",0.330263538856355,0.95271918266547,0.95271918266547,"R53.5/gstk-2/gstk-1",3,0.00334075723830735
"GO:0045165","cell fate commitment","2/898","17/12859",0.33512776814473,0.95271918266547,0.95271918266547,"mab-21/pen-2",2,0.0022271714922049
"GO:0016477","cell migration","4/898","43/12859",0.353312513462406,0.95271918266547,0.95271918266547,"arx-7/mig-5/B0303.7/epi-1",4,0.0044543429844098
"GO:0000423","mitophagy","2/898","18/12859",0.361182027282724,0.95271918266547,0.95271918266547,"ZC247.1/atg-13",2,0.0022271714922049
"GO:0008152","metabolic process","2/898","18/12859",0.361182027282724,0.95271918266547,0.95271918266547,"upb-1/gln-6",2,0.0022271714922049
"GO:0000209","protein polyubiquitination","3/898","31/12859",0.369407682338788,0.95271918266547,0.95271918266547,"mel-26/ubc-25/ubc-1",3,0.00334075723830735
"GO:0001764","neuron migration","3/898","31/12859",0.369407682338788,0.95271918266547,0.95271918266547,"kal-1/mig-5/epi-1",3,0.00334075723830735
"GO:0009058","biosynthetic process","4/898","45/12859",0.385778472636742,0.95271918266547,0.95271918266547,"sptl-1/alh-3/sptl-3/acox-1.3",4,0.0044543429844098
"GO:0007097","nuclear migration","2/898","19/12859",0.386843975258465,0.95271918266547,0.95271918266547,"ifd-2/ifd-1",2,0.0022271714922049
"GO:0030163","protein catabolic process","2/898","19/12859",0.386843975258465,0.95271918266547,0.95271918266547,"mel-26/bath-42",2,0.0022271714922049
"GO:0043065","positive regulation of apoptotic process","2/898","19/12859",0.386843975258465,0.95271918266547,0.95271918266547,"ant-1.1/sptf-3",2,0.0022271714922049
"GO:0048666","neuron development","2/898","19/12859",0.386843975258465,0.95271918266547,0.95271918266547,"mec-17/lim-6",2,0.0022271714922049
"GO:0006897","endocytosis","6/898","72/12859",0.389048829677657,0.95271918266547,0.95271918266547,"unc-57/hum-1/rab-5/hipr-1/drp-1/ptr-24",6,0.0066815144766147
"GO:0007015","actin filament organization","3/898","33/12859",0.408116556230246,0.95271918266547,0.95271918266547,"hum-1/B0303.7/hipr-1",3,0.00334075723830735
"GO:0051726","regulation of cell cycle","3/898","33/12859",0.408116556230246,0.95271918266547,0.95271918266547,"dpl-1/cdk-5/Y71F9B.6",3,0.00334075723830735
"GO:0034976","response to endoplasmic reticulum stress","2/898","20/12859",0.412041361143817,0.95271918266547,0.95271918266547,"ufm-1/ufc-1",2,0.0022271714922049
"GO:0036499","PERK-mediated unfolded protein response","2/898","20/12859",0.412041361143817,0.95271918266547,0.95271918266547,"F32D8.7/fbxa-60",2,0.0022271714922049
"GO:0090597","nematode male tail mating organ morphogenesis","2/898","20/12859",0.412041361143817,0.95271918266547,0.95271918266547,"mab-21/sma-3",2,0.0022271714922049
"GO:0006486","protein glycosylation","5/898","61/12859",0.423666649746296,0.95271918266547,0.95271918266547,"T07D3.4/ogt-1/ribo-1/dpm-3/pad-2",5,0.00556792873051225
"GO:0000278","mitotic cell cycle","4/898","48/12859",0.434014657752458,0.95271918266547,0.95271918266547,"aspm-1/tba-1/mec-12/cdk-1",4,0.0044543429844098
"GO:0006506","GPI anchor biosynthetic process","2/898","21/12859",0.436713915542525,0.95271918266547,0.95271918266547,"dpm-3/Y38F1A.8",2,0.0022271714922049
"GO:0017148","negative regulation of translation","2/898","21/12859",0.436713915542525,0.95271918266547,0.95271918266547,"fbf-2/C23G10.2",2,0.0022271714922049
"GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","2/898","21/12859",0.436713915542525,0.95271918266547,0.95271918266547,"cul-6/C14B1.3",2,0.0022271714922049
"GO:0000281","mitotic cytokinesis","3/898","35/12859",0.44607575099694,0.95271918266547,0.95271918266547,"lem-2/csn-3/rack-1",3,0.00334075723830735
"GO:0008150","biological_process","4/898","49/12859",0.449874794514417,0.95271918266547,0.95271918266547,"clec-180/gst-3/cgp-1/C02F12.5",4,0.0044543429844098
"GO:0007010","cytoskeleton organization","2/898","22/12859",0.460812032605997,0.95271918266547,0.95271918266547,"ifd-2/ifd-1",2,0.0022271714922049
"GO:0042026","protein refolding","2/898","22/12859",0.460812032605997,0.95271918266547,0.95271918266547,"sip-1/Y55F3BR.6",2,0.0022271714922049
"GO:0022414","reproductive process","7/898","92/12859",0.464216239500458,0.95271918266547,0.95271918266547,"lem-3/nhx-2/ogt-1/tin-10/dcap-1/tin-9.1/epi-1",7,0.00779510022271715
"GO:0007059","chromosome segregation","3/898","36/12859",0.464691057119159,0.95271918266547,0.95271918266547,"pid-3/lem-2/sgo-1",3,0.00334075723830735
"GO:0000226","microtubule cytoskeleton organization","4/898","50/12859",0.465590234376482,0.95271918266547,0.95271918266547,"tba-1/mec-12/mec-17/spas-1",4,0.0044543429844098
"GO:0007017","microtubule-based process","2/898","23/12859",0.484295577377278,0.95271918266547,0.95271918266547,"tba-1/mec-12",2,0.0022271714922049
"GO:0007264","small GTPase mediated signal transduction","2/898","23/12859",0.484295577377278,0.95271918266547,0.95271918266547,"rlbp-1/R05G6.10",2,0.0022271714922049
"GO:0008654","phospholipid biosynthetic process","2/898","23/12859",0.484295577377278,0.95271918266547,0.95271918266547,"inos-1/ckb-2",2,0.0022271714922049
"GO:0040024","dauer larval development","4/898","52/12859",0.496512234878351,0.95271918266547,0.95271918266547,"daf-7/ogt-1/soc-1/sma-5",4,0.0044543429844098
"GO:0000132","establishment of mitotic spindle orientation","3/898","38/12859",0.501055054080348,0.95271918266547,0.95271918266547,"mel-26/tba-1/mig-5",3,0.00334075723830735
"GO:1901046","positive regulation of egg-laying behavior","2/898","24/12859",0.507132807415982,0.95271918266547,0.95271918266547,"nmad-1/nlp-7",2,0.0022271714922049
"GO:0006631","fatty acid metabolic process","4/898","53/12859",0.511684964541251,0.95271918266547,0.95271918266547,"ech-1.2/acs-11/fat-7/acox-1.3",4,0.0044543429844098
